Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
EAI,"Entergy Arkansas, LLC",26.34,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eai
ETR,Entergy Corporation,97.71,$19.56B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/etr
ELC,"Entergy Louisiana, Inc.",26.38,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elc
ELJ,"Entergy Louisiana, Inc.",26.46,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elj
ELU,"Entergy Louisiana, Inc.",25.67,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elu
EMP,"Entergy Mississippi, LLC",26.87,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/emp
ENJ,"Entergy New Orleans, LLC",25.95,n/a,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/enj
ENO,"Entergy New Orleans, LLC",27.3,n/a,2016,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/eno
ETI^,Entergy Texas Inc,27.09,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eti^
EZT,Entergy Texas Inc,26.75,n/a,2014,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ezt
EPD,Enterprise Products Partners L.P.,18.16,$39.7B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/epd
EVC,Entravision Communications Corporation,1.53,$128.8M,2000,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/evc
ENV,"Envestnet, Inc",81.78,$4.4B,2010,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/env
NVST,Envista Holdings Corporation,22.73,$3.62B,2019,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nvst
EVA,"Enviva Partners, LP",41.27,$1.64B,2015,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/eva
ENZ,"Enzo Biochem, Inc.",2.32,$111.11M,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/enz
EOG,"EOG Resources, Inc.",44.1,$25.68B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/eog
EPAM,"EPAM Systems, Inc.",302.79,$16.91B,2012,Technology,EDP Services,https://old.nasdaq.com/symbol/epam
EPR,EPR Properties,30.73,$2.29B,1997,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/epr
EPR^C,EPR Properties,19.45,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/epr^c
EPR^E,EPR Properties,28.75,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/epr^e
EPR^G,EPR Properties,18.9124,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/epr^g
EQT,EQT Corporation,15.86,$4.05B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/eqt
EFX,"Equifax, Inc.",161.46,$19.61B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/efx
EQNR,Equinor ASA,15.94,$51.76B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/eqnr
EQH,"Equitable Holdings, Inc.",20.83,$9.36B,2018,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/eqh
EQH^A,"Equitable Holdings, Inc.",25.48,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eqh^a
ETRN,Equitrans Midstream Corporation,10.78,$4.66B,2018,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/etrn
EQC,Equity Commonwealth,30.3,$3.68B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqc
EQC^D,Equity Commonwealth,29,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eqc^d
ELS,"Equity Lifestyle Properties, Inc.",65.69,$11.97B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/els
EQR,Equity Residential,55.25,$20.56B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqr
EQS,"Equus Total Return, Inc.",1.48,$20.01M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eqs
EROS,Eros International PLC,2.67,$473.33M,2013,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/eros
ESE,ESCO Technologies Inc.,88.07,$2.29B,n/a,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/ese
ESNT,Essent Group Ltd.,35.03,$3.94B,2013,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/esnt
EPRT,"Essential Properties Realty Trust, Inc.",17.01,$1.58B,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eprt
WTRG,"Essential Utilities, Inc.",43.61,$10.69B,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/wtrg
WTRU,"Essential Utilities, Inc.",57.73,n/a,2019,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/wtru
ESS,"Essex Property Trust, Inc.",212.51,$13.86B,1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ess
EL,"Estee Lauder Companies, Inc. (The)",198.27,$71.38B,1995,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/el
ETH,Ethan Allen Interiors Inc.,14.81,$371.04M,1993,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/eth
EURN,Euronav NV,9.44,$1.95B,2015,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/eurn
EEA,"European Equity Fund, Inc. (The)",9.62,$72.6M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eea
EB,"Eventbrite, Inc.",10.51,$954.84M,2018,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/eb
EVR,Evercore Inc.,62.2,$2.52B,2006,Finance,Investment Managers,https://old.nasdaq.com/symbol/evr
RE,"Everest Re Group, Ltd.",216.36,$8.65B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/re
EVRG,"Evergy, Inc.",50.78,$11.52B,2018,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/evrg
EVRI,Everi Holdings Inc.,7.23,$617.81M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/evri
ES,Eversource Energy,85.67,$29.36B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/es
EVTC,"Evertec, Inc.",35.37,$2.54B,2013,Technology,EDP Services,https://old.nasdaq.com/symbol/evtc
EVH,"Evolent Health, Inc",13.56,$1.16B,2015,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/evh
AQUA,Evoqua Water Technologies Corp.,20.65,$2.42B,2017,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aqua
XAN,Exantas Capital Corp.,2.48,$79.54M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/xan
XAN^C,Exantas Capital Corp.,15.4,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/xan^c
EXPR,"Express, Inc.",1.1,$70.91M,2010,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/expr
EXTN,Exterran Corporation,4.9,$162.41M,2015,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/extn
EXR,Extra Space Storage Inc,104.16,$13.44B,2004,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/exr
XOM,Exxon Mobil Corporation,41.32,$174.71B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/xom
FNB,F.N.B. Corporation,7.34,$2.37B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fnb
FNB^E,F.N.B. Corporation,27.61,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fnb^e
FN,Fabrinet,70.05,$2.57B,2010,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/fn
FDS,FactSet Research Systems Inc.,356.24,$13.53B,1996,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/fds
FICO,Fair Isaac Corporation,428.51,$12.43B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/fico
SFUN,Fang Holdings Limited,11.1,$99.61M,2010,Technology,EDP Services,https://old.nasdaq.com/symbol/sfun
FPAC,Far Point Acquisition Corporation,9.78,$773.23M,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/fpac
FPAC.U,Far Point Acquisition Corporation,n/a,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/fpac.u
FPAC.WS,Far Point Acquisition Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fpac.ws
FTCH,Farfetch Limited,29.03,$9.87B,2018,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ftch
FPI,Farmland Partners Inc.,6.84,$202.44M,2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/fpi
FPI^B,Farmland Partners Inc.,24.16,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fpi^b
FSLY,"Fastly, Inc.",88.73,$9.33B,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/fsly
FBK,FB Financial Corporation,26.41,$847.85M,2016,Finance,Major Banks,https://old.nasdaq.com/symbol/fbk
FFG,"FBL Financial Group, Inc.",37.99,$926.33M,1996,Finance,Life Insurance,https://old.nasdaq.com/symbol/ffg
AGM,Federal Agricultural Mortgage Corporation,67.22,$721.46M,n/a,Finance,Finance Companies,https://old.nasdaq.com/symbol/agm
AGM.A,Federal Agricultural Mortgage Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/agm.a
AGM^A,Federal Agricultural Mortgage Corporation,25.63,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/agm^a
AGM^C,Federal Agricultural Mortgage Corporation,26.569,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/agm^c
AGM^D,Federal Agricultural Mortgage Corporation,26.61,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/agm^d
AGM^E,Federal Agricultural Mortgage Corporation,26.848,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/agm^e
FRT,Federal Realty Investment Trust,80.51,$6.09B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/frt
FRT^C,Federal Realty Investment Trust,26.31,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/frt^c
FSS,Federal Signal Corporation,32.51,$1.96B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/fss
FMN,Federated Hermes Premier Municipal Income Fund,14.375,$165.3M,2002,n/a,n/a,https://old.nasdaq.com/symbol/fmn
FHI,"Federated Hermes, Inc.",24.91,$2.5B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/fhi
FDX,FedEx Corporation,208.82,$54.71B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/fdx
RACE,Ferrari N.V.,195.02,$48.38B,2015,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/race
FOE,Ferro Corporation,12.89,$1.06B,n/a,Basic Industries,Paints/Coatings,https://old.nasdaq.com/symbol/foe
FCAU,Fiat Chrysler Automobiles N.V.,11.22,$22.71B,2014,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/fcau
FNF,"Fidelity National Financial, Inc.",32.47,$9.48B,2014,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/fnf
FIS,"Fidelity National Information Services, Inc.",141.24,$87.51B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/fis
FMO,Fiduciary/Claymore Energy Infrastructure Fund,9,$63.79M,2004,n/a,n/a,https://old.nasdaq.com/symbol/fmo
FINV,FinVolution Group,2.65,$810.22M,2017,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/finv
FAF,First American Corporation (The),50.45,$5.63B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/faf
FBP,First BanCorp.,5.58,$1.22B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fbp
FCF,First Commonwealth Financial Corporation,8.16,$800.76M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fcf
FCRW,"First Eagle Alternative Capital BDC, Inc.",24.38,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/fcrw
FCRZ,"First Eagle Alternative Capital BDC, Inc.",24.755,n/a,2015,n/a,n/a,https://old.nasdaq.com/symbol/fcrz
FSLF,First Eagle Senior Loan Fund,12.25,$90.88M,2013,n/a,n/a,https://old.nasdaq.com/symbol/fslf
FHN,First Horizon National Corporation,9.48,$5.26B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fhn
FHN^A,First Horizon National Corporation,26.1,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fhn^a
FHN^B,First Horizon National Corporation,25.3086,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fhn^b
FHN^C,First Horizon National Corporation,26.1,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fhn^c
FHN^D,First Horizon National Corporation,24.39,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fhn^d
FHN^E,First Horizon National Corporation,26.37,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fhn^e
FR,"First Industrial Realty Trust, Inc.",42.55,$5.41B,1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/fr
AG,First Majestic Silver Corp.,11.85,$2.54B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ag
FRC,FIRST REPUBLIC BANK,112.81,$19.42B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/frc
FRC^F,FIRST REPUBLIC BANK,25.6,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/frc^f
FRC^G,FIRST REPUBLIC BANK,25.9,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/frc^g
FRC^H,FIRST REPUBLIC BANK,26.36,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/frc^h
FRC^I,FIRST REPUBLIC BANK,27.42,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/frc^i
FRC^J,FIRST REPUBLIC BANK,26.35,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/frc^j
FFA,First Trust,15.54,$310.53M,2004,n/a,n/a,https://old.nasdaq.com/symbol/ffa
FMY,First Trust,13.5,$56.88M,2005,n/a,n/a,https://old.nasdaq.com/symbol/fmy
FDEU,First Trust Dynamic Europe Equity Income Fund,10.635,$183.26M,2015,n/a,n/a,https://old.nasdaq.com/symbol/fdeu
FIF,First Trust Energy Infrastructure Fund,10.38,$182.17M,2011,n/a,n/a,https://old.nasdaq.com/symbol/fif
FSD,First Trust High Income Long Short Fund,14.03,$479.14M,2010,n/a,n/a,https://old.nasdaq.com/symbol/fsd
FTHY,First Trust High Yield Opportunities 2027 Term Fund,20.73,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/fthy
FPF,First Trust Intermediate Duration Preferred & Income Fund,22.2,$1.35B,2013,n/a,n/a,https://old.nasdaq.com/symbol/fpf
FEI           ,First Trust MLP and Energy Income Fund,5.44,$255.72M,2012,n/a,n/a,https://old.nasdaq.com/symbol/fei
FPL,First Trust New Opportunities MLP & Energy Fund,4.13,$106.2M,2014,n/a,n/a,https://old.nasdaq.com/symbol/fpl
FIV,First Trust Senior Floating Rate 2022 Target Term Fund,8.55,$306.36M,2016,n/a,n/a,https://old.nasdaq.com/symbol/fiv
FCT,First Trust Senior Floating Rate Income Fund II,11.2,$298.67M,2004,n/a,n/a,https://old.nasdaq.com/symbol/fct
FGB,First Trust Specialty Finance and Financial Opportunities Fund,3,$43.1M,2007,n/a,n/a,https://old.nasdaq.com/symbol/fgb
FEO,First Trust/Aberdeen Emerging Opportunity Fund,13,$65.74M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/feo
FAM,First Trust/Aberdeen Global Opportunity Income Fund,10.12,$128.44M,2006,n/a,n/a,https://old.nasdaq.com/symbol/fam
FE,FirstEnergy Corp.,28.36,$15.37B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/fe
FIT,"Fitbit, Inc.",6.36,$1.72B,2015,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/fit
FPH,"Five Point Holdings, LLC",5.18,$768.27M,2017,Finance,Real Estate,https://old.nasdaq.com/symbol/fph
FVRR,Fiverr International Ltd.,121.97,$4.28B,2019,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/fvrr
FBC,"Flagstar Bancorp, Inc.",30.01,$1.71B,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/fbc
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,26.68,$511.5M,2013,n/a,n/a,https://old.nasdaq.com/symbol/dfp
PFD,Flaherty & Crumrine Preferred and Income Fund Inco,16.1813,$182.44M,1991,n/a,n/a,https://old.nasdaq.com/symbol/pfd
PFO,Flaherty & Crumrine Preferred and Income Opportuni,12.0247,$152.32M,1992,n/a,n/a,https://old.nasdaq.com/symbol/pfo
FFC,Flaherty & Crumrine Preferred and Income Securitie,21.62,$961.82M,2003,n/a,n/a,https://old.nasdaq.com/symbol/ffc
FLC,Flaherty & Crumrine Total Return Fund Inc,21.4816,$214.62M,2003,n/a,n/a,https://old.nasdaq.com/symbol/flc
FLT,"FleetCor Technologies, Inc.",241.21,$20.27B,2010,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/flt
FLNG,FLEX LNG Ltd.,5.43,$293.82M,2019,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/flng
FND,"Floor & Decor Holdings, Inc.",71.03,$7.37B,2017,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/fnd
FTK,"Flotek Industries, Inc.",2,$142.61M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ftk
FLO,"Flowers Foods, Inc.",24.82,$5.25B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/flo
FLS,Flowserve Corporation,29.53,$3.84B,n/a,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/fls
FLR,Fluor Corporation,10.16,$1.42B,n/a,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/flr
FLY,Fly Leasing Limited,7.13,$217.33M,2007,n/a,n/a,https://old.nasdaq.com/symbol/fly
FEAC,Flying Eagle Acquisition Corp.,10.55,$909.94M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/feac
FEAC.U,Flying Eagle Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/feac.u
FEAC.WS,Flying Eagle Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/feac.ws
FMC,FMC Corporation,107.89,$13.98B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/fmc
WPF,Foley Trasimene Acquisition Corp.,10.1,$1.05B,2020,Finance,Business Services,https://old.nasdaq.com/symbol/wpf
WPF.U,Foley Trasimene Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/wpf.u
WPF.WS,Foley Trasimene Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/wpf.ws
BFT.U,Foley Trasimene Acquisition Corp. II,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/bft.u
FMX,Fomento Economico Mexicano S.A.B. de C.V.,58.56,$20.95B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/fmx
FL,"Foot Locker, Inc.",27.19,$2.83B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/fl
F,Ford Motor Company,6.84,$27.21B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/f
F^B,Ford Motor Company,24.85,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/f^b
F^C,Ford Motor Company,24.1155,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/f^c
FOR,Forestar Group Inc,17.94,$862.19M,2017,Finance,Real Estate,https://old.nasdaq.com/symbol/for
FTS,Fortis Inc.,40.07,$18.62B,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/fts
FTV,Fortive Corporation,71.89,$24.23B,2016,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ftv
FTV^A,Fortive Corporation,909.61,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftv^a
FTAI,Fortress Transportation and Infrastructure Investors LLC,16.75,$1.43B,2015,n/a,n/a,https://old.nasdaq.com/symbol/ftai
FTAI^A,Fortress Transportation and Infrastructure Investors LLC,20.01,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftai^a
FTAI^B,Fortress Transportation and Infrastructure Investors LLC,20,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ftai^b
FVAC,Fortress Value Acquisition Corp.,12.24,$527.85M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/fvac
FVAC.U,Fortress Value Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/fvac.u
FVAC.WS,Fortress Value Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fvac.ws
FAII.U,Fortress Value Acquisition Corp. II,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/faii.u
FSM,Fortuna Silver Mines Inc.,6.54,$1.2B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/fsm
FBHS,"Fortune Brands Home & Security, Inc.",83.14,$11.49B,n/a,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/fbhs
FET,"Forum Energy Technologies, Inc.",0.6037,$67.22M,2012,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/fet
FBM,"Foundation Building Materials, Inc.",15.69,$677.9M,2017,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/fbm
FCPT,"Four Corners Property Trust, Inc.",24.91,$1.75B,2015,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/fcpt
FEDU,Four Seasons Education (Cayman) Inc.,1.03,$47.77M,2017,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/fedu
FNV,Franco-Nevada Corporation,151.18,$28.81B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/fnv
FC,Franklin Covey Company,20.07,$278.53M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/fc
BEN,"Franklin Resources, Inc.",21.17,$10.49B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/ben
FT,Franklin Universal Trust,7.0598,$177.43M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ft
FI,Frank&#39;s International N.V.,2.4,$542.74M,2013,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/fi
FCX,"Freeport-McMoran, Inc.",14.7,$21.35B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/fcx
FMS,Fresenius Medical Care Corporation,43.35,$26.41B,n/a,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/fms
FDP,"Fresh Del Monte Produce, Inc.",23.59,$1.12B,1997,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/fdp
RESI,Front Yard Residential Corporation,9.67,$568.08M,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/resi
FRO,Frontline Ltd.,8.37,$1.65B,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/fro
FSK,FS KKR Capital Corp.,15.75,$1.95B,2014,n/a,n/a,https://old.nasdaq.com/symbol/fsk
FSKR,FS KKR Capital Corp. II,14.65,$2.52B,2020,n/a,n/a,https://old.nasdaq.com/symbol/fskr
FCN,"FTI Consulting, Inc.",117.95,$4.32B,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/fcn
FUSE,Fusion Acquisition Corp.,9.75,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/fuse
FUSE.U,Fusion Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/fuse.u
FUSE.WS,Fusion Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fuse.ws
FF,FutureFuel Corp.,12.65,$553.35M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ff
